epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,756.488,1.51531,2.2634,1.8826,0.97601,0.16667,0.2314,0.11559,2.88174,2.68061,3.31002,0.000181703,0.000181703,0.000181703
92,764.593,1.72293,2.09117,2.16998,0.97759,0.16667,0.24203,0.10878,2.93454,2.67931,3.33843,0.0001652,0.0001652,0.0001652
93,772.804,1.75704,2.24851,2.02914,0.95434,0.16667,0.23118,0.11252,2.98606,2.69089,3.3688,0.000148696,0.000148696,0.000148696
94,780.878,1.8921,2.2282,2.30167,0.98076,0.16667,0.22711,0.0913,2.97281,2.71567,3.36291,0.000132193,0.000132193,0.000132193
95,789.049,1.89518,2.31461,2.15144,0.93687,0.16667,0.24272,0.1156,2.93435,2.76463,3.32346,0.00011569,0.00011569,0.00011569
96,797.137,1.32136,1.99987,1.54159,0.93286,0.16667,0.24304,0.11529,2.91769,2.77211,3.31598,9.91865e-05,9.91865e-05,9.91865e-05
97,805.582,1.86212,2.36641,2.27708,0.92345,0.16667,0.23293,0.11175,2.8824,2.76587,3.27366,8.26832e-05,8.26832e-05,8.26832e-05
98,814.519,1.98999,2.17949,2.21306,0.91983,0.16667,0.23283,0.10378,2.88544,2.77248,3.27377,6.61799e-05,6.61799e-05,6.61799e-05
99,822.843,1.86621,2.17691,2.11214,0.92594,0.16667,0.23307,0.10937,2.86325,2.79989,3.25638,4.96766e-05,4.96766e-05,4.96766e-05
100,831.235,2.0677,2.57761,2.33146,0.92345,0.16667,0.23791,0.09628,2.84974,2.8019,3.24972,3.31733e-05,3.31733e-05,3.31733e-05
